Id_oceny,Data,Id_ucznia,id_przedmiotu,Ocena
8756,2014-11-14,769/2014,17,3
6941,2014-11-03,768/2014,17,3
10746,2014-12-01,755/2014,17,3
4143,2014-10-13,752/2014,17,3
10785,2014-12-01,750/2014,17,3
1375,2014-09-23,748/2014,17,3
3993,2014-10-10,744/2014,17,3
1251,2014-09-23,738/2014,17,3
3548,2014-10-08,734/2014,17,3
5713,2014-10-23,732/2014,17,3
5716,2014-10-23,732/2014,17,3
6264,2014-10-28,722/2014,17,3
8203,2014-11-12,715/2014,17,3
537,2014-09-17,714/2014,17,3
11055,2014-12-02,713/2014,17,3
9497,2014-11-20,710/2014,17,3
7649,2014-11-07,704/2014,17,3
644,2014-09-18,701/2014,17,3
4841,2014-10-17,883/2014,17,2
4388,2014-10-14,882/2014,17,2
4990,2014-10-20,880/2014,17,2
3619,2014-10-08,876/2014,17,2
1561,2014-09-24,873/2014,17,2
5373,2014-10-22,866/2014,17,2
6501,2014-10-30,862/2014,17,2
7521,2014-11-06,857/2014,17,2
6466,2014-10-29,854/2014,17,2
3827,2014-10-09,848/2014,17,2
3806,2014-10-09,844/2014,17,2
10624,2014-11-28,844/2014,17,2
6931,2014-11-03,835/2014,17,2
151,2014-09-15,826/2014,17,2
5558,2014-10-23,813/2014,17,2
10194,2014-11-26,812/2014,17,2
8963,2014-11-17,807/2014,17,2
13054,2014-12-18,804/2014,17,2
7030,2014-11-03,794/2014,17,2
2872,2014-10-02,789/2014,17,2
518,2014-09-17,788/2014,17,2
5353,2014-10-22,778/2014,17,2
9967,2014-11-25,771/2014,17,2
1022,2014-09-22,770/2014,17,2
5691,2014-10-23,766/2014,17,2
10875,2014-12-01,762/2014,17,2
11998,2014-12-09,761/2014,17,2
219,2014-09-15,760/2014,17,2
6064,2014-10-27,756/2014,17,2
3898,2014-10-10,754/2014,17,2
8513,2014-11-13,744/2014,17,2
10702,2014-12-01,736/2014,17,2
4473,2014-10-15,735/2014,17,2
4994,2014-10-20,733/2014,17,2
3359,2014-10-07,732/2014,17,2
4066,2014-10-13,732/2014,17,2
6363,2014-10-29,726/2014,17,2
2473,2014-09-30,720/2014,17,2
10925,2014-12-02,710/2014,17,2
10932,2014-12-02,872/2014,17,1
6816,2014-10-31,838/2014,17,1
10331,2014-11-27,787/2014,17,1
3023,2014-10-03,706/2014,17,1
3430,2014-10-07,701/2014,17,1
2115,2014-09-26,884/2014,16,6
976,2014-09-19,874/2014,16,6
7014,2014-11-03,871/2014,16,6
2217,2014-09-29,856/2014,16,6
2128,2014-09-26,855/2014,16,6
639,2014-09-18,846/2014,16,6
10293,2014-11-26,841/2014,16,6
11126,2014-12-03,838/2014,16,6
11254,2014-12-03,836/2014,16,6
6066,2014-10-27,834/2014,16,6
10861,2014-12-01,825/2014,16,6
4764,2014-10-16,812/2014,16,6
11214,2014-12-03,807/2014,16,6
1875,2014-09-25,794/2014,16,6
9528,2014-11-20,785/2014,16,6
2940,2014-10-03,784/2014,16,6
5705,2014-10-23,774/2014,16,6
7310,2014-11-05,756/2014,16,6
725,2014-09-18,755/2014,16,6
4162,2014-10-13,740/2014,16,6
3748,2014-10-09,737/2014,16,6
3238,2014-10-06,715/2014,16,6
1665,2014-09-24,713/2014,16,6
8850,2014-11-17,694/2013,16,6
4632,2014-10-16,687/2013,16,6
9727,2014-11-21,674/2013,16,6
8254,2014-11-12,672/2013,16,6
876,2014-09-19,662/2013,16,6
2860,2014-10-02,645/2013,16,6
8608,2014-11-14,639/2013,16,6
8422,2014-11-13,635/2013,16,6
1236,2014-09-23,622/2013,16,6
3771,2014-10-09,601/2013,16,6
5946,2014-10-27,562/2013,16,6
5901,2014-10-24,557/2013,16,6
3408,2014-10-07,549/2013,16,6
5374,2014-10-22,545/2013,16,6
1247,2014-09-23,540/2013,16,6
4784,2014-10-17,537/2013,16,6
1715,2014-09-24,534/2013,16,6
8364,2014-11-12,530/2013,16,6
12160,2014-12-10,499/2012,16,6
3042,2014-10-03,490/2012,16,6
9261,2014-11-19,489/2012,16,6
1413,2014-09-23,480/2012,16,6
1432,2014-09-23,478/2012,16,6
4966,2014-10-20,473/2012,16,6
4434,2014-10-15,463/2012,16,6
5436,2014-10-22,461/2012,16,6
5176,2014-10-21,444/2012,16,6
8551,2014-11-13,440/2012,16,6
13078,2014-12-18,436/2012,16,6
7493,2014-11-06,431/2012,16,6
1227,2014-09-23,419/2012,16,6
6706,2014-10-31,415/2012,16,6
13135,2014-12-18,414/2012,16,6
229,2014-09-16,376/2012,16,6
946,2014-09-19,371/2012,16,6
7001,2014-11-03,368/2012,16,6
4034,2014-10-13,362/2012,16,6
3531,2014-10-08,361/2012,16,6
5481,2014-10-22,357/2012,16,6
10793,2014-12-01,354/2012,16,6
7379,2014-11-05,349/2012,16,6
1083,2014-09-22,344/2012,16,6
3426,2014-10-07,344/2012,16,6
4279,2014-10-14,341/2012,16,6
2266,2014-09-29,301/2012,16,6
2136,2014-09-26,291/2012,16,6
12411,2014-12-12,269/2012,16,6
552,2014-09-17,251/2011,16,6
9938,2014-11-25,225/2011,16,6
7430,2014-11-06,182/2011,16,6
3751,2014-10-09,145/2011,16,6
12666,2014-12-15,884/2014,16,5
573,2014-09-17,878/2014,16,5
4656,2014-10-16,877/2014,16,5
587,2014-09-17,874/2014,16,5
3445,2014-10-07,868/2014,16,5
6240,2014-10-28,866/2014,16,5
3393,2014-10-07,862/2014,16,5
5824,2014-10-24,860/2014,16,5
2441,2014-09-30,857/2014,16,5
12843,2014-12-16,846/2014,16,5
1143,2014-09-22,844/2014,16,5
8469,2014-11-13,834/2014,16,5
8810,2014-11-17,834/2014,16,5
11781,2014-12-08,824/2014,16,5
12756,2014-12-16,818/2014,16,5
3441,2014-10-07,815/2014,16,5
10531,2014-11-28,814/2014,16,5
6589,2014-10-30,812/2014,16,5
10780,2014-12-01,810/2014,16,5
11584,2014-12-05,809/2014,16,5
1931,2014-09-25,806/2014,16,5
9723,2014-11-21,802/2014,16,5
6362,2014-10-29,800/2014,16,5
8293,2014-11-12,800/2014,16,5
12023,2014-12-10,797/2014,16,5
1329,2014-09-23,790/2014,16,5
8192,2014-11-12,788/2014,16,5
1233,2014-09-23,786/2014,16,5
1968,2014-09-26,784/2014,16,5
10958,2014-12-02,777/2014,16,5
55,2014-09-15,775/2014,16,5
1943,2014-09-25,774/2014,16,5
8771,2014-11-14,772/2014,16,5
3828,2014-10-09,769/2014,16,5
8974,2014-11-17,765/2014,16,5
7758,2014-11-07,763/2014,16,5
12899,2014-12-17,763/2014,16,5
1278,2014-09-23,759/2014,16,5
2095,2014-09-26,756/2014,16,5
7121,2014-11-04,750/2014,16,5
9385,2014-11-20,750/2014,16,5
8553,2014-11-13,746/2014,16,5
8221,2014-11-12,745/2014,16,5
9301,2014-11-19,740/2014,16,5
6842,2014-10-31,734/2014,16,5
841,2014-09-19,729/2014,16,5
6885,2014-11-03,723/2014,16,5
8568,2014-11-14,721/2014,16,5
8082,2014-11-11,718/2014,16,5
8968,2014-11-17,712/2014,16,5
11410,2014-12-04,712/2014,16,5
12630,2014-12-15,710/2014,16,5
1475,2014-09-23,696/2013,16,5
11713,2014-12-08,689/2013,16,5
3591,2014-10-08,688/2013,16,5
5043,2014-10-20,686/2013,16,5
5117,2014-10-20,681/2013,16,5
1122,2014-09-22,676/2013,16,5
13019,2014-12-17,676/2013,16,5
2641,2014-10-01,674/2013,16,5
4877,2014-10-17,666/2013,16,5
2349,2014-09-30,660/2013,16,5
9690,2014-11-21,652/2013,16,5
12575,2014-12-15,650/2013,16,5
12163,2014-12-10,642/2013,16,5
10882,2014-12-02,617/2013,16,5
3914,2014-10-10,611/2013,16,5
11029,2014-12-02,610/2013,16,5
878,2014-09-19,608/2013,16,5
12033,2014-12-10,608/2013,16,5
9751,2014-11-24,606/2013,16,5
2141,2014-09-26,598/2013,16,5
4371,2014-10-14,598/2013,16,5
8424,2014-11-13,596/2013,16,5
6345,2014-10-29,589/2013,16,5
10854,2014-12-01,588/2013,16,5
10760,2014-12-01,584/2013,16,5
6737,2014-10-31,578/2013,16,5
7258,2014-11-05,578/2013,16,5
9805,2014-11-24,576/2013,16,5
883,2014-09-19,574/2013,16,5
6568,2014-10-30,573/2013,16,5
8432,2014-11-13,568/2013,16,5
3133,2014-10-06,564/2013,16,5
8231,2014-11-12,562/2013,16,5
12894,2014-12-17,556/2013,16,5
2590,2014-10-01,552/2013,16,5
5302,2014-10-21,551/2013,16,5
12188,2014-12-10,547/2013,16,5
7816,2014-11-10,527/2013,16,5
9978,2014-11-25,525/2013,16,5
1732,2014-09-24,518/2013,16,5
6565,2014-10-30,505/2012,16,5
434,2014-09-17,504/2012,16,5
9257,2014-11-19,500/2012,16,5
107,2014-09-15,494/2012,16,5
3506,2014-10-08,489/2012,16,5
2693,2014-10-01,487/2012,16,5
8396,2014-11-13,484/2012,16,5
11581,2014-12-05,482/2012,16,5
3012,2014-10-03,472/2012,16,5
7803,2014-11-07,465/2012,16,5
3091,2014-10-06,459/2012,16,5
10300,2014-11-26,456/2012,16,5
5061,2014-10-20,450/2012,16,5
11920,2014-12-09,447/2012,16,5
1313,2014-09-23,440/2012,16,5
9668,2014-11-21,438/2012,16,5
11340,2014-12-04,438/2012,16,5
3280,2014-10-07,437/2012,16,5
2018,2014-09-26,436/2012,16,5
12446,2014-12-12,423/2012,16,5
12742,2014-12-16,414/2012,16,5
11162,2014-12-03,410/2012,16,5
5429,2014-10-22,406/2012,16,5
8120,2014-11-11,406/2012,16,5
9475,2014-11-20,406/2012,16,5
8964,2014-11-17,401/2012,16,5
7269,2014-11-05,396/2012,16,5
875,2014-09-19,392/2012,16,5
5642,2014-10-23,387/2012,16,5
6427,2014-10-29,382/2012,16,5
10797,2014-12-01,382/2012,16,5
7576,2014-11-06,380/2012,16,5
7869,2014-11-10,380/2012,16,5
10639,2014-11-28,378/2012,16,5
10701,2014-12-01,376/2012,16,5
11403,2014-12-04,376/2012,16,5
8891,2014-11-17,371/2012,16,5
10850,2014-12-01,366/2012,16,5
5382,2014-10-22,365/2012,16,5
1127,2014-09-22,360/2012,16,5
13048,2014-12-18,349/2012,16,5
150,2014-09-15,348/2012,16,5
1597,2014-09-24,340/2012,16,5
9564,2014-11-21,335/2012,16,5
1095,2014-09-22,327/2012,16,5
2361,2014-09-30,322/2012,16,5
7100,2014-11-04,319/2012,16,5
2546,2014-10-01,308/2012,16,5
6426,2014-10-29,303/2012,16,5
10015,2014-11-25,284/2012,16,5
671,2014-09-18,283/2012,16,5
7155,2014-11-04,281/2012,16,5
2190,2014-09-29,275/2012,16,5
7846,2014-11-10,263/2011,16,5
10499,2014-11-27,255/2011,16,5
9283,2014-11-19,247/2011,16,5
4053,2014-10-13,245/2011,16,5
12504,2014-12-12,229/2011,16,5
8023,2014-11-11,220/2011,16,5
5034,2014-10-20,196/2011,16,5
6719,2014-10-31,188/2011,16,5
11185,2014-12-03,171/2011,16,5
6495,2014-10-30,884/2014,16,4
2971,2014-10-03,883/2014,16,4
3740,2014-10-09,880/2014,16,4
10435,2014-11-27,880/2014,16,4
160,2014-09-15,875/2014,16,4
2908,2014-10-03,875/2014,16,4
43,2014-09-15,873/2014,16,4
6850,2014-10-31,873/2014,16,4
5231,2014-10-21,872/2014,16,4
5964,2014-10-27,872/2014,16,4
6799,2014-10-31,870/2014,16,4
11754,2014-12-08,868/2014,16,4
9929,2014-11-24,864/2014,16,4
2140,2014-09-26,863/2014,16,4
12824,2014-12-16,860/2014,16,4
12715,2014-12-16,858/2014,16,4
1803,2014-09-25,856/2014,16,4
4019,2014-10-10,854/2014,16,4
3532,2014-10-08,853/2014,16,4
2797,2014-10-02,852/2014,16,4
12930,2014-12-17,852/2014,16,4
3678,2014-10-09,850/2014,16,4
10253,2014-11-26,850/2014,16,4
9079,2014-11-18,847/2014,16,4
11000,2014-12-02,847/2014,16,4
4538,2014-10-15,846/2014,16,4
7856,2014-11-10,846/2014,16,4
3590,2014-10-08,844/2014,16,4
10991,2014-12-02,844/2014,16,4
9109,2014-11-18,843/2014,16,4
2350,2014-09-30,835/2014,16,4
6146,2014-10-28,830/2014,16,4
11172,2014-12-03,830/2014,16,4
13125,2014-12-18,830/2014,16,4
411,2014-09-16,828/2014,16,4
9462,2014-11-20,828/2014,16,4
9650,2014-11-21,828/2014,16,4
2580,2014-10-01,827/2014,16,4
12325,2014-12-11,825/2014,16,4
7821,2014-11-10,822/2014,16,4
11809,2014-12-08,822/2014,16,4
7830,2014-11-10,819/2014,16,4
12193,2014-12-10,819/2014,16,4
497,2014-09-17,818/2014,16,4
790,2014-09-18,818/2014,16,4
6620,2014-10-30,817/2014,16,4
9238,2014-11-19,816/2014,16,4
6481,2014-10-30,812/2014,16,4
2802,2014-10-02,804/2014,16,4
8472,2014-11-13,804/2014,16,4
9919,2014-11-24,803/2014,16,4
3508,2014-10-08,801/2014,16,4
11158,2014-12-03,801/2014,16,4
1891,2014-09-25,800/2014,16,4
5749,2014-10-24,800/2014,16,4
6571,2014-10-30,797/2014,16,4
2608,2014-10-01,796/2014,16,4
4772,2014-10-16,796/2014,16,4
2656,2014-10-01,794/2014,16,4
3818,2014-10-09,793/2014,16,4
2596,2014-10-01,791/2014,16,4
7280,2014-11-05,790/2014,16,4
11202,2014-12-03,790/2014,16,4
1443,2014-09-23,780/2014,16,4
10335,2014-11-27,779/2014,16,4
1346,2014-09-23,778/2014,16,4
12088,2014-12-10,776/2014,16,4
7352,2014-11-05,774/2014,16,4
2351,2014-09-30,770/2014,16,4
2081,2014-09-26,768/2014,16,4
5671,2014-10-23,768/2014,16,4
6174,2014-10-28,768/2014,16,4
7532,2014-11-06,766/2014,16,4
7874,2014-11-10,766/2014,16,4
4979,2014-10-20,762/2014,16,4
1863,2014-09-25,760/2014,16,4
6262,2014-10-28,759/2014,16,4
432,2014-09-17,758/2014,16,4
12175,2014-12-10,753/2014,16,4
3967,2014-10-10,752/2014,16,4
1077,2014-09-22,751/2014,16,4
2153,2014-09-29,746/2014,16,4
8744,2014-11-14,746/2014,16,4
13137,2014-12-18,744/2014,16,4
6298,2014-10-29,742/2014,16,4
1425,2014-09-23,741/2014,16,4
6916,2014-11-03,740/2014,16,4
8062,2014-11-11,736/2014,16,4
10464,2014-11-27,734/2014,16,4
1428,2014-09-23,732/2014,16,4
10998,2014-12-02,731/2014,16,4
13187,2014-12-18,730/2014,16,4
6402,2014-10-29,728/2014,16,4
3275,2014-10-06,724/2014,16,4
1733,2014-09-24,723/2014,16,4
4290,2014-10-14,722/2014,16,4
2286,2014-09-29,719/2014,16,4
383,2014-09-16,716/2014,16,4
2985,2014-10-03,716/2014,16,4
659,2014-09-18,713/2014,16,4
5205,2014-10-21,712/2014,16,4
8180,2014-11-11,710/2014,16,4
6812,2014-10-31,708/2014,16,4
11934,2014-12-09,706/2014,16,4
12911,2014-12-17,706/2014,16,4
9994,2014-11-25,705/2014,16,4
8841,2014-11-17,704/2014,16,4
904,2014-09-19,703/2014,16,4
10741,2014-12-01,703/2014,16,4
5255,2014-10-21,702/2014,16,4
2807,2014-10-02,699/2013,16,4
7902,2014-11-10,699/2013,16,4
12480,2014-12-12,695/2013,16,4
12799,2014-12-16,693/2013,16,4
4270,2014-10-14,692/2013,16,4
10638,2014-11-28,689/2013,16,4
2317,2014-09-29,688/2013,16,4
8802,2014-11-17,686/2013,16,4
10042,2014-11-25,684/2013,16,4
4910,2014-10-17,682/2013,16,4
7601,2014-11-06,682/2013,16,4
6018,2014-10-27,679/2013,16,4
8616,2014-11-14,674/2013,16,4
8514,2014-11-13,673/2013,16,4
3672,2014-10-09,672/2013,16,4
494,2014-09-17,670/2013,16,4
4708,2014-10-16,670/2013,16,4
9899,2014-11-24,669/2013,16,4
791,2014-09-18,668/2013,16,4
13065,2014-12-18,667/2013,16,4
4530,2014-10-15,666/2013,16,4
6401,2014-10-29,666/2013,16,4
5966,2014-10-27,664/2013,16,4
12608,2014-12-15,662/2013,16,4
6988,2014-11-03,657/2013,16,4
3266,2014-10-06,656/2013,16,4
8935,2014-11-17,654/2013,16,4
9054,2014-11-18,654/2013,16,4
13046,2014-12-18,654/2013,16,4
8856,2014-11-17,650/2013,16,4
6672,2014-10-31,649/2013,16,4
11547,2014-12-05,649/2013,16,4
9155,2014-11-18,647/2013,16,4
12722,2014-12-16,646/2013,16,4
109,2014-09-15,645/2013,16,4
2155,2014-09-29,645/2013,16,4
8061,2014-11-11,644/2013,16,4
11304,2014-12-04,642/2013,16,4
1306,2014-09-23,641/2013,16,4
6213,2014-10-28,640/2013,16,4
10676,2014-11-28,640/2013,16,4
4600,2014-10-16,636/2013,16,4
10203,2014-11-26,636/2013,16,4
10545,2014-11-28,633/2013,16,4
781,2014-09-18,630/2013,16,4
8067,2014-11-11,628/2013,16,4
12192,2014-12-10,627/2013,16,4
3307,2014-10-07,626/2013,16,4
4760,2014-10-16,625/2013,16,4
10535,2014-11-28,624/2013,16,4
9147,2014-11-18,623/2013,16,4
1617,2014-09-24,622/2013,16,4
6665,2014-10-31,618/2013,16,4
3068,2014-10-03,617/2013,16,4
133,2014-09-15,613/2013,16,4
10306,2014-11-26,613/2013,16,4
9612,2014-11-21,612/2013,16,4
10213,2014-11-26,612/2013,16,4
8654,2014-11-14,611/2013,16,4
10486,2014-11-27,610/2013,16,4
5926,2014-10-27,608/2013,16,4
7068,2014-11-04,606/2013,16,4
9572,2014-11-21,606/2013,16,4
12246,2014-12-11,602/2013,16,4
12857,2014-12-16,601/2013,16,4
12302,2014-12-11,595/2013,16,4
10057,2014-11-25,592/2013,16,4
169,2014-09-15,591/2013,16,4
11175,2014-12-03,591/2013,16,4
3864,2014-10-10,590/2013,16,4
1390,2014-09-23,589/2013,16,4
10943,2014-12-02,588/2013,16,4
6286,2014-10-29,587/2013,16,4
4271,2014-10-14,586/2013,16,4
11716,2014-12-08,586/2013,16,4
12981,2014-12-17,585/2013,16,4
9832,2014-11-24,584/2013,16,4
9992,2014-11-25,582/2013,16,4
11543,2014-12-05,581/2013,16,4
11844,2014-12-09,580/2013,16,4
1966,2014-09-26,574/2013,16,4
6597,2014-10-30,573/2013,16,4
3855,2014-10-10,570/2013,16,4
4252,2014-10-14,570/2013,16,4
10895,2014-12-02,569/2013,16,4
3663,2014-10-09,568/2013,16,4
982,2014-09-19,564/2013,16,4
10949,2014-12-02,561/2013,16,4
12219,2014-12-11,560/2013,16,4
11170,2014-12-03,559/2013,16,4
2003,2014-09-26,553/2013,16,4
6493,2014-10-30,552/2013,16,4
3710,2014-10-09,547/2013,16,4
3040,2014-10-03,546/2013,16,4
6154,2014-10-28,546/2013,16,4
11291,2014-12-04,542/2013,16,4
11557,2014-12-05,542/2013,16,4
11914,2014-12-09,540/2013,16,4
3973,2014-10-10,538/2013,16,4
8928,2014-11-17,538/2013,16,4
10009,2014-11-25,537/2013,16,4
8213,2014-11-12,536/2013,16,4
6533,2014-10-30,535/2013,16,4
13036,2014-12-18,535/2013,16,4
3799,2014-10-09,533/2013,16,4
3341,2014-10-07,532/2013,16,4
12725,2014-12-16,532/2013,16,4
10645,2014-11-28,530/2013,16,4
1404,2014-09-23,529/2013,16,4
12264,2014-12-11,528/2013,16,4
706,2014-09-18,526/2013,16,4
6390,2014-10-29,525/2013,16,4
9282,2014-11-19,525/2013,16,4
10119,2014-11-25,524/2013,16,4
9367,2014-11-20,523/2013,16,4
11231,2014-12-03,522/2013,16,4
11755,2014-12-08,520/2013,16,4
805,2014-09-19,518/2013,16,4
10994,2014-12-02,518/2013,16,4
13058,2014-12-18,518/2013,16,4
6659,2014-10-30,516/2013,16,4
4912,2014-10-17,510/2012,16,4
3017,2014-10-03,507/2012,16,4
1747,2014-09-24,506/2012,16,4
4705,2014-10-16,506/2012,16,4
10582,2014-11-28,502/2012,16,4
3605,2014-10-08,499/2012,16,4
6269,2014-10-28,494/2012,16,4
1505,2014-09-23,490/2012,16,4
3593,2014-10-08,488/2012,16,4
271,2014-09-16,485/2012,16,4
2336,2014-09-29,485/2012,16,4
6109,2014-10-28,485/2012,16,4
9060,2014-11-18,483/2012,16,4
2208,2014-09-29,480/2012,16,4
9022,2014-11-18,473/2012,16,4
12227,2014-12-11,473/2012,16,4
1416,2014-09-23,468/2012,16,4
9875,2014-11-24,468/2012,16,4
650,2014-09-18,462/2012,16,4
8727,2014-11-14,462/2012,16,4
3322,2014-10-07,455/2012,16,4
12871,2014-12-16,455/2012,16,4
7522,2014-11-06,450/2012,16,4
5006,2014-10-20,448/2012,16,4
2503,2014-09-30,433/2012,16,4
4176,2014-10-13,433/2012,16,4
13084,2014-12-18,431/2012,16,4
5529,2014-10-23,428/2012,16,4
10565,2014-11-28,426/2012,16,4
545,2014-09-17,420/2012,16,4
6422,2014-10-29,419/2012,16,4
11879,2014-12-09,416/2012,16,4
3517,2014-10-08,406/2012,16,4
10817,2014-12-01,406/2012,16,4
6356,2014-10-29,401/2012,16,4
6322,2014-10-29,398/2012,16,4
4962,2014-10-17,392/2012,16,4
7291,2014-11-05,385/2012,16,4
11475,2014-12-05,383/2012,16,4
1706,2014-09-24,382/2012,16,4
7445,2014-11-06,377/2012,16,4
8515,2014-11-13,367/2012,16,4
8641,2014-11-14,367/2012,16,4
2856,2014-10-02,365/2012,16,4
3296,2014-10-07,363/2012,16,4
3222,2014-10-06,360/2012,16,4
10512,2014-11-28,359/2012,16,4
1566,2014-09-24,358/2012,16,4
2189,2014-09-29,355/2012,16,4
4635,2014-10-16,346/2012,16,4
849,2014-09-19,343/2012,16,4
9369,2014-11-20,339/2012,16,4
1629,2014-09-24,332/2012,16,4
7347,2014-11-05,332/2012,16,4
8820,2014-11-17,322/2012,16,4
7036,2014-11-03,320/2012,16,4
10602,2014-11-28,315/2012,16,4
7808,2014-11-10,313/2012,16,4
13090,2014-12-18,310/2012,16,4
3109,2014-10-06,306/2012,16,4
72,2014-09-15,305/2012,16,4
416,2014-09-16,300/2012,16,4
8427,2014-11-13,298/2012,16,4
12324,2014-12-11,297/2012,16,4
2841,2014-10-02,294/2012,16,4
8546,2014-11-13,293/2012,16,4
8903,2014-11-17,293/2012,16,4
6612,2014-10-30,278/2012,16,4
4193,2014-10-13,274/2012,16,4
6636,2014-10-30,272/2012,16,4
221,2014-09-15,267/2011,16,4
8741,2014-11-14,265/2011,16,4
4052,2014-10-13,263/2011,16,4
1672,2014-09-24,261/2011,16,4
5428,2014-10-22,260/2011,16,4
2462,2014-09-30,257/2011,16,4
7300,2014-11-05,253/2011,16,4
11138,2014-12-03,252/2011,16,4
2762,2014-10-02,251/2011,16,4
12600,2014-12-15,251/2011,16,4
829,2014-09-19,250/2011,16,4
2062,2014-09-26,250/2011,16,4
1134,2014-09-22,248/2011,16,4
4201,2014-10-13,248/2011,16,4
4556,2014-10-15,248/2011,16,4
12624,2014-12-15,247/2011,16,4
5400,2014-10-22,245/2011,16,4
11662,2014-12-08,244/2011,16,4
22,2014-09-12,242/2011,16,4
6884,2014-11-03,242/2011,16,4
8333,2014-11-12,241/2011,16,4
11161,2014-12-03,240/2011,16,4
10858,2014-12-01,238/2011,16,4
2609,2014-10-01,237/2011,16,4
5874,2014-10-24,235/2011,16,4
12028,2014-12-10,234/2011,16,4
2082,2014-09-26,233/2011,16,4
5105,2014-10-20,233/2011,16,4
13141,2014-12-18,231/2011,16,4
1277,2014-09-23,230/2011,16,4
8540,2014-11-13,230/2011,16,4
3220,2014-10-06,229/2011,16,4
4,2014-09-08,228/2011,16,4
2348,2014-09-30,228/2011,16,4
9890,2014-11-24,227/2011,16,4
13164,2014-12-18,227/2011,16,4
9434,2014-11-20,226/2011,16,4
8128,2014-11-11,225/2011,16,4
6813,2014-10-31,222/2011,16,4
9119,2014-11-18,222/2011,16,4
7090,2014-11-04,220/2011,16,4
11977,2014-12-09,220/2011,16,4
10691,2014-12-01,216/2011,16,4
4392,2014-10-14,215/2011,16,4
5082,2014-10-20,213/2011,16,4
1113,2014-09-22,211/2011,16,4
843,2014-09-19,210/2011,16,4
1729,2014-09-24,205/2011,16,4
1760,2014-09-24,203/2011,16,4
9178,2014-11-19,203/2011,16,4
1289,2014-09-23,202/2011,16,4
12295,2014-12-11,197/2011,16,4
1824,2014-09-25,196/2011,16,4
4879,2014-10-17,195/2011,16,4
9596,2014-11-21,194/2011,16,4
2246,2014-09-29,192/2011,16,4
5867,2014-10-24,192/2011,16,4
9707,2014-11-21,190/2011,16,4
4166,2014-10-13,188/2011,16,4
12917,2014-12-17,188/2011,16,4
4163,2014-10-13,186/2011,16,4
11363,2014-12-04,183/2011,16,4
9246,2014-11-19,182/2011,16,4
426,2014-09-17,180/2011,16,4
7806,2014-11-10,178/2011,16,4
10133,2014-11-26,177/2011,16,4
1693,2014-09-24,174/2011,16,4
4464,2014-10-15,173/2011,16,4
2508,2014-09-30,171/2011,16,4
4245,2014-10-14,168/2011,16,4
5673,2014-10-23,168/2011,16,4
10733,2014-12-01,167/2011,16,4
10303,2014-11-26,166/2011,16,4
9313,2014-11-19,165/2011,16,4
9781,2014-11-24,165/2011,16,4
12611,2014-12-15,160/2011,16,4
1867,2014-09-25,159/2011,16,4
5405,2014-10-22,157/2011,16,4
1635,2014-09-24,156/2011,16,4
137,2014-09-15,155/2011,16,4
5960,2014-10-27,154/2011,16,4
12373,2014-12-11,153/2011,16,4
2144,2014-09-26,152/2011,16,4
2090,2014-09-26,151/2011,16,4
7049,2014-11-04,151/2011,16,4
8101,2014-11-11,151/2011,16,4
5941,2014-10-27,150/2011,16,4
9972,2014-11-25,150/2011,16,4
10654,2014-11-28,150/2011,16,4
521,2014-09-17,148/2011,16,4
1099,2014-09-22,144/2011,16,4
1466,2014-09-23,143/2011,16,4
5557,2014-10-23,143/2011,16,4
10980,2014-12-02,142/2011,16,4
4634,2014-10-16,141/2011,16,4
1430,2014-09-23,140/2011,16,4
8910,2014-11-17,138/2011,16,4
7238,2014-11-05,137/2011,16,4
5246,2014-10-21,134/2011,16,4
3617,2014-10-08,133/2011,16,4
4553,2014-10-15,132/2011,16,4
741,2014-09-18,131/2011,16,4
12150,2014-12-10,131/2011,16,4
893,2014-09-19,129/2011,16,4
5846,2014-10-24,128/2011,16,4
5834,2014-10-24,126/2011,16,4
775,2014-09-18,124/2011,16,4
6791,2014-10-31,123/2011,16,4
291,2014-09-16,881/2014,16,3
9778,2014-11-24,881/2014,16,3
9755,2014-11-24,879/2014,16,3
10038,2014-11-25,878/2014,16,3
13081,2014-12-18,874/2014,16,3
3699,2014-10-09,872/2014,16,3
9180,2014-11-19,872/2014,16,3
10798,2014-12-01,872/2014,16,3
10166,2014-11-26,871/2014,16,3
906,2014-09-19,868/2014,16,3
295,2014-09-16,865/2014,16,3
6629,2014-10-30,865/2014,16,3
4130,2014-10-13,863/2014,16,3
5534,2014-10-23,862/2014,16,3
12196,2014-12-10,862/2014,16,3
12436,2014-12-12,862/2014,16,3
4667,2014-10-16,856/2014,16,3
9272,2014-11-19,856/2014,16,3
979,2014-09-19,854/2014,16,3
3078,2014-10-03,853/2014,16,3
5483,2014-10-22,853/2014,16,3
2623,2014-10-01,852/2014,16,3
2433,2014-09-30,847/2014,16,3
11131,2014-12-03,847/2014,16,3
7220,2014-11-04,846/2014,16,3
12352,2014-12-11,843/2014,16,3
872,2014-09-19,842/2014,16,3
1465,2014-09-23,840/2014,16,3
3569,2014-10-08,840/2014,16,3
10124,2014-11-26,840/2014,16,3
11861,2014-12-09,840/2014,16,3
10450,2014-11-27,838/2014,16,3
3056,2014-10-03,837/2014,16,3
4091,2014-10-13,837/2014,16,3
10013,2014-11-25,837/2014,16,3
5969,2014-10-27,836/2014,16,3
11473,2014-12-05,836/2014,16,3
6832,2014-10-31,834/2014,16,3
9288,2014-11-19,831/2014,16,3
